Code,UID,Name,Short name,Aggregation operator,Domain type,Description,value type,Form name,Zero is significant,url,Category combination UID,,,,
,edcPmSn20Ah,MOH 706B Blood Salmonella spp,MOH 706B Blood Salmonella spp,SUM,AGGREGATE,,INTEGER,Salmonella spp,FALSE,,NvlcQ5WddI7,,,,
,xFOXW0Ip9mT,MOH 706B Blood Staphylococcus aureus,MOH 706B Blood Staphylococcus aureus,SUM,AGGREGATE,,INTEGER,Staphylococcus aureus,FALSE,,NvlcQ5WddI7,,,,
,J7gdPmDPxyd,MOH 706B Blood Streptococcus pneumoniae,MOH 706B Blood Streptococcus pneumoniae,SUM,AGGREGATE,,INTEGER,Streptococcus pneumoniae,FALSE,,NvlcQ5WddI7,,,,
,wO1809BTSJw,MOH 706B Bore hole,MOH 706B Bore hole,SUM,AGGREGATE,,INTEGER,Bore hole,FALSE,,m6APhyP0HaD,,,,
,vYuJpWf2YJq,MOH 706B Bottled water,MOH 706B Bottled water,SUM,AGGREGATE,,INTEGER,Bottled water,FALSE,,m6APhyP0HaD,,,,
,rufpmiEteLj,MOH 706B Breast,MOH 706B Breast,SUM,AGGREGATE,,INTEGER,Breast,FALSE,,CKZzBrAGjyN,,,,
,FwxgLPWlEOA,MOH 706B CA 125,MOH 706B CA 125,SUM,AGGREGATE,,INTEGER,CA 125,FALSE,,nILsUG8ESzh,,,,
,VyjeumcRm5c,MOH 706B CA 15-3, CA 15-3,SUM,AGGREGATE,,NUMBER, CA 15-3,FALSE,,nILsUG8ESzh,,,,
,ve8OVLTBl1D,MOH 706B CA 19-9,MOH 706B CA 1,SUM,AGGREGATE,,INTEGER,CA 19-9,FALSE,,nILsUG8ESzh,,,,
,MlEDV5tbM87,MOH 706B Calcium,MOH 706B Calcium,SUM,AGGREGATE,,INTEGER,Calcium,FALSE,,NxPDKZ1fqaA,,,,
,MHRHk1uI62j,MOH 706B Campylobactor-,MOH 706B Campylobactor-,SUM,AGGREGATE,,INTEGER,Campylobactor-,FALSE,,AjLYyrBa579,,,,
,x8q9cI0vYCu,MOH 706B CD4 Count,MOH 706B CD4 Count,SUM,AGGREGATE,,INTEGER,CD4 Count,FALSE,,hsRBStcEE8k,,,,
,GOu0PTgtukY,MOH 706B Cervix,MOH 706B Cervix,SUM,AGGREGATE,,INTEGER,Cervix,FALSE,,CKZzBrAGjyN,,,,
,Am1OE7vLnGg,MOH 706B Clinical samples,MOH 706B Clinical samples,SUM,AGGREGATE,,INTEGER,Clinical samples,FALSE,,mkswJ5DpLt9,,,,
,e9FdCJ6DhA9,MOH 706B Colourants in alcoholic beverages,MOH 706B Colourants in alcoholic beverages,SUM,AGGREGATE,,INTEGER,Colourants in alcoholic beverages,FALSE,,bCD34Gz1wS3,,,,
,RrP9THDsFaQ,MOH 706B Colourants in non-alcoholic beverages,MOH 706B Colourants in non-alcoholic beverages,SUM,AGGREGATE,,INTEGER,Colourants in non-alcoholic beverages,FALSE,,bCD34Gz1wS3,,,,
,sl9CLh7BThh,MOH 706B Cooked food,MOH 706B Cooked food,SUM,AGGREGATE,,INTEGER,Cooked food,FALSE,,xVBcFrxOykg,,,,
,MvzBcmkzlCI,MOH 706B Cortisol,MOH 706B Cortisol,SUM,AGGREGATE,,INTEGER,Cortisol,FALSE,,IQQlfI2wiMy,,,,
,m6lyemwVbqp,MOH 706B Creatine kinase,MOH 706B Creatine kinase,SUM,AGGREGATE,,INTEGER,Creatine kinase,FALSE,,blRoijxm1hB,,,,
,bjrrCquVGER,MOH 706B CSF Cryptococcus neuformans,MOH 706B CSF Cryptococcus neuformans,SUM,AGGREGATE,,INTEGER,Cryptococcus neuformans,FALSE,,NvlcQ5WddI7,,,,
,Jvkef4TIO4Z,MOH 706B CSF Haemophilus influenzae,MOH 706B CSF Haemophilus influenzae,SUM,AGGREGATE,,INTEGER,Haemophilus influenzae,FALSE,,NvlcQ5WddI7,,,,
,YvXEetqKIQ0,MOH 706B CSF Listeria monoctogenes,MOH 706B CSF Listeria monoctogenes,SUM,AGGREGATE,,INTEGER,Listeria monoctogenes,FALSE,,NvlcQ5WddI7,,,,
,KHBFyI8LVr3,MOH 706B CSF Neisseria meningitidis,MOH 706B CSF Neisseria meningitidis,SUM,AGGREGATE,,INTEGER,Neisseria meningitidis,FALSE,,NvlcQ5WddI7,,,,
,sISon6SGGlL,MOH 706B CSF Others,MOH 706B CSF Others,SUM,AGGREGATE,,INTEGER,Others            ..,FALSE,,NvlcQ5WddI7,,,,
,QVP4VGqYW18,MOH 706B CSF Streptoccus agalactiae,MOH 706B CSF Streptoccus agalactiae,SUM,AGGREGATE,,INTEGER,Streptoccus agalactiae,FALSE,,NvlcQ5WddI7,,,,
,KMRIhyY7Vxe,MOH 706B CSF Streptococcus pneumoniae,MOH 706B CSF Streptococcus pneumoniae,SUM,AGGREGATE,,INTEGER,Streptococcus pneumoniae,FALSE,,NvlcQ5WddI7,,,,
,IscXBOKdrCx,MOH 706B Culture Influenza A,MOH 706B Culture Influenza A,SUM,AGGREGATE,,INTEGER,Culture Influenza A,FALSE,,c1nWVZQDZx7,,,,
,HKhs6QT67SL,MOH 706B Culture Influenza B,MOH 706B Culture Influenza B,SUM,AGGREGATE,,INTEGER,Culture Influenza B,FALSE,,c1nWVZQDZx7,,,,
,dscfdXmm71B,MOH 706B Cultures,MOH 706B Cultures,SUM,AGGREGATE,,INTEGER,Cultures,FALSE,,wwVSbrqaVzR,,,,
,oSvRRojyVP1,MOH 706B Cystic Echinococcosis,MOH 706B Cystic Echinococcosis,SUM,AGGREGATE,,INTEGER,Cystic Echinococcosis,FALSE,,nj7hOnm8Pun,,,,
,RsdTE8gpNqK,MOH 706B Dental,MOH 706B Dental,SUM,AGGREGATE,,INTEGER,Dental,FALSE,,CKZzBrAGjyN,,,,
,d5ElCq5OLUB,MOH 706B Detergents,MOH 706B Detergents,SUM,AGGREGATE,,INTEGER,Detergents,FALSE,,A0OkNZNmHYM,,,,
,P15yvk78Ig1,MOH 706B Disinfectants,MOH 706B Disinfectants,SUM,AGGREGATE,,INTEGER,Disinfectants,FALSE,,A0OkNZNmHYM,,,,
,ols2p1jj746,MOH 706B Drug Resistance Testing,MOH 706B Drug Resistance Testing,SUM,AGGREGATE,,INTEGER,Drug Resistance Testing,FALSE,,hsRBStcEE8k,,,,
,IHQRfmNxOAW,MOH 706B DST -1st Line Anti-TB Drugs-  MDR isolated- RH-,MOH 706B DST -1st Line Anti-TB Drugs-  MDR isolate,SUM,AGGREGATE,,INTEGER,MDR isolated- RH-,FALSE,,OzshuDqmXQI,,,,
,BEwQ7mCJZta,MOH 706B DST -1st Line Anti-TB Drugs- Mono resistance -Single drug-,MOH 706B DST -1st Line Anti-TB Drugs- Mono resista,SUM,AGGREGATE,,INTEGER,Mono resistance -Single drug-,FALSE,,OzshuDqmXQI,,,,
,Rn1OVurGVvr,MOH 706B DST -1st Line Anti-TB Drugs- MOTT,MOH 706B DST -1st Line Anti-TB Drugs- MOTT,SUM,AGGREGATE,,INTEGER,MOTT,FALSE,,OzshuDqmXQI,,,,
,zntRmTvt7Dg,MOH 706B DST -1st Line Anti-TB Drugs-  Poly resistance2drugs-,MOH 706B DST -1st Line Anti-TB Drugs-  Poly resist,SUM,AGGREGATE,,INTEGER,Poly resistance2drugs-,FALSE,,OzshuDqmXQI,,,,
,ae5q8REISH2,MOH 706B DST -1st Line Anti-TB Drugs-  Rirampicin reisistant- RR-,MOH 706B DST -1st Line Anti-TB Drugs-  Rirampicin,SUM,AGGREGATE,,INTEGER,Rirampicin reisistant- RR-,FALSE,,OzshuDqmXQI,,,,
,nqaosfn7AJe,MOH 706B DST -1st Line Anti-TB Drugs- Total samples exam,MOH 706B DST -1st Line Anti-TB Drugs- Total sample,SUM,AGGREGATE,,INTEGER,Total samples exam,FALSE,,OzshuDqmXQI,,,,
,ozPlYuTbh5X,MOH 706B DST -2nd Line Anti-TB Drugs- Amikacin,MOH 706B DST -2nd Line Anti-TB Drugs- Amikacin,SUM,AGGREGATE,,INTEGER,Amikacin,FALSE,,OzshuDqmXQI,,,,
,QFo5lWe4b1F,MOH 706B DST -2nd Line Anti-TB Drugs- Capreomycin,MOH 706B DST -2nd Line Anti-TB Drugs- Capreomycin,SUM,AGGREGATE,,INTEGER,Capreomycin,FALSE,,OzshuDqmXQI,,,,
,X3HpT7V0yov,MOH 706B DST -2nd Line Anti-TB Drugs- Kanamycin,MOH 706B DST -2nd Line Anti-TB Drugs- Kanamycin,SUM,AGGREGATE,,INTEGER,Kanamycin,FALSE,,OzshuDqmXQI,,,,
,pfhyGoHknUs,MOH 706B DST -2nd Line Anti-TB Drugs- Total samples exam,MOH 706B DST -2nd Line Anti-TB Drugs- Total sample,SUM,AGGREGATE,,INTEGER,Total samples exam,FALSE,,OzshuDqmXQI,,,,
,q2JFqarUZ3w,MOH 706B DST -2nd Line Anti-TB Drugs-  XDR -fluoroquinolone+1 injectable-,MOH 706B DST -2nd Line Anti-TB Drugs-  XDR -fluoro,SUM,AGGREGATE,,INTEGER,XDR -fluoroquinolone+1 injectable-,FALSE,,OzshuDqmXQI,,,,
,V5XcGENIybz,MOH 706B Early Infant Diagnosis of HIV,MOH 706B Early Infant Diagnosis of HIV,SUM,AGGREGATE,,INTEGER,Early Infant Diagnosis of HIV,FALSE,,L0HTQpyKa6v,,,,
,daTnuzw2JtL,MOH 706B Effluent,MOH 706B Effluent,SUM,AGGREGATE,,INTEGER,Effluent,FALSE,,m6APhyP0HaD,,,,
,FXEufDLEPEn,MOH 706B Escherichia coli,MOH 706B Escherichia coli,SUM,AGGREGATE,,INTEGER,Escherichia coli,FALSE,,AjLYyrBa579,,,,
,WYYl9ncy44x,MOH 706B Escherichia col -Urine-,MOH 706B Escherichia col -Urine-,SUM,AGGREGATE,,INTEGER,Escherichia col -Urine-,FALSE,,AjLYyrBa579,,,,
,hCdDtq1RUu6,MOH 706B Estradiol,MOH 706B Estradiol,SUM,AGGREGATE,,INTEGER,Estradiol,FALSE,,IQQlfI2wiMy,,,,
,IjtElBpeQZf,MOH 706B Fish,MOH 706B Fish,SUM,AGGREGATE,,INTEGER,Fish,FALSE,,xVBcFrxOykg,,,,
,BWjVGOwyyj5,MOH 706B Fluorides in water,MOH 706B Fluorides in water,SUM,AGGREGATE,,INTEGER,Fluorides in water,FALSE,,bCD34Gz1wS3,,,,
,xpO7Nlcw7UM,MOH 706B Follicle stimulating hormones -FSH-,MOH 706B Follicle stimulating hormones -FSH-,SUM,AGGREGATE,,INTEGER,Follicle stimulating hormones -FSH-,FALSE,,IQQlfI2wiMy,,,,
,NgCB8VM7Mkb,MOH 706B Food Borne Trematodes (FBT),MOH 706B Food Borne Trematodes (FBT),SUM,AGGREGATE,,INTEGER,Food Borne Trematodes (FBT),FALSE,,nj7hOnm8Pun,,,,
,PQeva6uBAaW,MOH 706B Food samples isolates,MOH 706B Food samples isolates,SUM,AGGREGATE,,INTEGER,Food samples isolates,FALSE,,mkswJ5DpLt9,,,,
,dHPATVoOUEO,MOH 706B FT3,MOH 706B FT3,SUM,AGGREGATE,,INTEGER,FT3,FALSE,,mEOXtF56sEL,,,,
,dp3FlqcwE0E,MOH 706B FT4,MOH 706B FT4,SUM,AGGREGATE,,INTEGER,FT4,FALSE,,mEOXtF56sEL,,,,
,KlGRKv4t3ro,MOH 706B Fungal Diseases,MOH 706B Fungal Diseases,SUM,AGGREGATE,,INTEGER,Fungal Diseases,FALSE,,nj7hOnm8Pun,,,,
,DnTBFdB4B6r,MOH 706B Gene Xpert Rifampicin Resitant,MOH 706B Gene Xpert Rifampicin Resitant,SUM,AGGREGATE,,INTEGER,Rifampicin Resitant,FALSE,,OzshuDqmXQI,,,,
,gt0NKhvaobc,MOH 706B Gene Xpert Total done,MOH 706B Gene Xpert Total done,SUM,AGGREGATE,,INTEGER,Total done,FALSE,,OzshuDqmXQI,,,,
,NusPb2GRYgB,MOH 706B Gene Xpert Total MTB positives,MOH 706B Gene Xpert Total MTB positives,SUM,AGGREGATE,,INTEGER,Total MTB positives,FALSE,,OzshuDqmXQI,,,,
,ElZKWCXMjuq,MOH 706B GIT,MOH 706B GIT,SUM,AGGREGATE,,INTEGER,GIT,FALSE,,CKZzBrAGjyN,,,,
,SdbYpALIwVO,MOH 706B Glucose metabolism tests,MOH 706B Glucose metabolism tests,SUM,AGGREGATE,,INTEGER,Glucose metabolism tests,FALSE,,VMAOqQU36lE,,,,
,dPJ3toHNm0u,MOH 706B Guinea Worm Disease (GWD),MOH 706B Guinea Worm Disease (GWD),SUM,AGGREGATE,,INTEGER,Guinea Worm Disease (GWD),FALSE,,nj7hOnm8Pun,,,,
,OlDIbEMPaQv,MOH 706B Haemoglobin A1c,MOH 706B Haemoglobin A1c,SUM,AGGREGATE,,INTEGER,Haemoglobin A1c,FALSE,,VMAOqQU36lE,,,,
,qaNvVzBYIgc,MOH 706B Haemophillus influenzae,MOH 706B Haemophillus influenzae,SUM,AGGREGATE,,INTEGER,Haemophillus influenzae,FALSE,,AjLYyrBa579,,,,
,C3dbMgfpHio,MOH 706B Hand Sanitizers,MOH 706B Hand Sanitizers,SUM,AGGREGATE,,INTEGER,Hand Sanitizers,FALSE,,A0OkNZNmHYM,,,,
,di0M42Gr8dx,MOH 706B HDL,MOH 706B HDL,SUM,AGGREGATE,,INTEGER,HDL,FALSE,,blRoijxm1hB,,,,
,cOBSm4CDeRf,MOH 706B Head and neck,MOH 706B Head and neck,SUM,AGGREGATE,,INTEGER,Head and neck,FALSE,,CKZzBrAGjyN,,,,
,xr59Ljixk8L,MOH 706B Heavy metals in alcoholic beverages,MOH 706B Heavy metals in alcoholic beverages,SUM,AGGREGATE,,INTEGER,Heavy metals in alcoholic beverages,FALSE,,bCD34Gz1wS3,,,,
,kYGqdi3xcPn,MOH 706B Heavy metals in cereals and their products,MOH 706B Heavy metals in cereals and their product,SUM,AGGREGATE,,INTEGER,Heavy metals in cereals and their products,FALSE,,bCD34Gz1wS3,,,,
,NTgmwgYFIUW,MOH 706B Heavy metals in  fish and fish products,MOH 706B Heavy metals in  fish and fish products,SUM,AGGREGATE,,INTEGER,Heavy metals in  fish and fish products,FALSE,,bCD34Gz1wS3,,,,
,RQcjkd2fM4F,MOH 706B Heavy metals in fruits- vegetables and their products,MOH 706B Heavy metals in fruits- vegetables and th,SUM,AGGREGATE,,INTEGER,Heavy metals in fruits- vegetables and their products,FALSE,,bCD34Gz1wS3,,,,
,wsOcBAI5LYA,MOH 706B Heavy metals in  non-alcoholic beverages,MOH 706B Heavy metals in  non-alcoholic beverages,SUM,AGGREGATE,,INTEGER,Heavy metals in  non-alcoholic beverages,FALSE,,bCD34Gz1wS3,,,,
,GWXfSwYztZR,MOH 706B Heavy metals in water,MOH 706B Heavy metals in water,SUM,AGGREGATE,,INTEGER,Heavy metals in water,FALSE,,bCD34Gz1wS3,,,,
,SUETZ58v62q,MOH 706B Hemophillus influenzae B,MOH 706B Hemophillus influenzae B,SUM,AGGREGATE,,INTEGER,Hemophillus influenzae B,FALSE,,OzshuDqmXQI,,,,
,NTYjlz7SPKj,MOH 706B Hep B ELISA,MOH 706B Hep B ELISA,SUM,AGGREGATE,,INTEGER,Hep B ELISA,FALSE,,L0HTQpyKa6v,,,,
,oOmqp98VdsW,MOH 706B Hep C ELISA,MOH 706B Hep C ELISA,SUM,AGGREGATE,,INTEGER,Hep C ELISA,FALSE,,L0HTQpyKa6v,,,,
,MsYQxJ9SD4M,MOH 706B High Grade Intraepithelial lesion -HSIL-,MOH 706B High Grade Intraepithelial lesion -HSIL-,SUM,AGGREGATE,,INTEGER,High Grade Intraepithelial lesion -HSIL,FALSE,,X4t0Qg6QrvH,,,,
,cpjlxzjcAY5,MOH 706B HIV DNA PCR,MOH 706B HIV DNA PCR,SUM,AGGREGATE,,INTEGER,HIV DNA PCR,FALSE,,L0HTQpyKa6v,,,,
,xZbOpJnZuF5,MOH 706B HIV ELISA,MOH 706B HIV ELISA,SUM,AGGREGATE,,INTEGER,HIV ELISA,FALSE,,L0HTQpyKa6v,,,,
,i34MmksgmVm,MOH 706B HIV viral load,MOH 706B HIV viral load,SUM,AGGREGATE,,INTEGER,HIV viral load,FALSE,,hsRBStcEE8k,,,,
,pc5uV22xrYT,MOH 706B Human African Trypanosomiasis (HAT),MOH 706B Human African Trypanosomiasis (HAT),SUM,AGGREGATE,,INTEGER,Human African Trypanosomiasis (HAT),FALSE,,nj7hOnm8Pun,,,,
,x8Orr5w1ACn,MOH 706B Human papilloma virus,MOH 706B Human papilloma virus,SUM,AGGREGATE,,INTEGER,Human papilloma virus,FALSE,,n0v3TretmgX,,,,
,xUQsHpUIjca,MOH 706B HVS Bacterial vaginosis,MOH 706B HVS Bacterial vaginosis,SUM,AGGREGATE,,INTEGER,Bacterial vaginosis,FALSE,,NvlcQ5WddI7,,,,
,NVRqXXvf4HW,MOH 706B HVS Candida albicans,MOH 706B HVS Candida albicans,SUM,AGGREGATE,,INTEGER,Candida albicans,FALSE,,NvlcQ5WddI7,,,,
,H0zrsFc2Jxg,MOH 706B HVS Neisseria gonorrhoea,MOH 706B HVS Neisseria gonorrhoea,SUM,AGGREGATE,,INTEGER,Neisseria gonorrhoea,FALSE,,NvlcQ5WddI7,,,,
,d3VG07ziXAz,MOH 706B HVS Streptococcus agalactiae,MOH 706B HVS Streptococcus agalactiae,SUM,AGGREGATE,,INTEGER,Streptococcus agalactiae,FALSE,,NvlcQ5WddI7,,,,
,ieqgaxwlBZy,MOH 706B Immunochemistry Others,Immunochemistry Others,SUM,AGGREGATE,,INTEGER,Immunochemistry Others,FALSE,,IQQlfI2wiMy,,,,
,dj1eH3LLVBV,MOH 706B Iodine in Salt,MOH 706B Iodine in Salt,SUM,AGGREGATE,,INTEGER,Iodine in Salt,FALSE,,bCD34Gz1wS3,,,,
,YsX2bJUZJMG,MOH 706B Klebsiella pneumoniae,MOH 706B Klebsiella pneumoniae,SUM,AGGREGATE,,INTEGER,Klebsiella pneumoniae,FALSE,,AjLYyrBa579,,,,
,BHFIEID5qGG,MOH 706B Leishmaniasis,MOH 706B Leishmaniasis,SUM,AGGREGATE,,INTEGER,Leishmaniasis,FALSE,,nj7hOnm8Pun,,,,
,Om5eqy9FmRF,MOH 706B Leutinising hormones -LH-,MOH 706B Leutinising hormones -LH-,SUM,AGGREGATE,,INTEGER,Leutinising hormones -LH-,FALSE,,IQQlfI2wiMy,,,,
,PzUgKpV2ChA,MOH 706B Line Probe Assay (1st Line Anti-TB Drugs) MOTT,Line Probe Assay (1st Line Anti-TB Drugs) MOTT,SUM,AGGREGATE,,INTEGER,MOTT,FALSE,,OzshuDqmXQI,,,,
,nzFzm8GtnD5,MOH 706B Line Probe Assay -1st Line Anti-TB Drugs- Total Done,MOH 706B Line Probe Assay -1st Line Anti-TB Drugs-,SUM,AGGREGATE,,INTEGER,Total Done,FALSE,,OzshuDqmXQI,,,,
,vGPdI6uM7Tr,MOH 706B Line Probe Assay (1st Line Anti-TB Drugs) Total Isoniazid reistant  (H),Line Probe Assay (1st Line Anti-TB Drugs) Total Is,SUM,AGGREGATE,,INTEGER,Total Isoniazid reistant  (H),FALSE,,OzshuDqmXQI,,,,
,lwcjkQnkN8Y,MOH 706B Line Probe Assay (1st Line Anti-TB Drugs) Total MDR (RH),Line Probe Assay (1st Line Anti-TB Drugs) Total MD,SUM,AGGREGATE,,INTEGER,Total MDR (RH),FALSE,,OzshuDqmXQI,,,,
,gBFi01xHPKT,MOH 706B Line Probe Assay (1st Line Anti-TB Drugs)  Total MTB  detected,Line Probe Assay (1st Line Anti-TB Drugs)  Total M,SUM,AGGREGATE,,INTEGER,Total MTB  detected,FALSE,,OzshuDqmXQI,,,,
,CrpZdocVz0Q,MOH 706B Line Probe Assay (1st Line Anti-TB Drugs) Total Rifampicin Resistant (RR),Line Probe Assay (1st Line Anti-TB Drugs) Total Ri,SUM,AGGREGATE,,INTEGER,Total Rifampicin Resistant (RR),FALSE,,OzshuDqmXQI,,,,
,KI7HLt9SeeK,MOH 706B Line Probe Assay (2nd Line Anti-TB Drugs) Amikacin,Line Probe Assay (2nd Line Anti-TB Drugs) Amikacin,SUM,AGGREGATE,,INTEGER,Amikacin,FALSE,,OzshuDqmXQI,,,,
,Wvf2GYPUGvM,MOH 706B Line Probe Assay (2nd Line Anti-TB Drugs) Capreomycin,Line Probe Assay (2nd Line Anti-TB Drugs) Capreomy,SUM,AGGREGATE,,INTEGER,Capreomycin,FALSE,,OzshuDqmXQI,,,,
,TqWMRnKbhup,MOH 706B Line Probe Assay (2nd Line Anti-TB Drugs) Kanamycin,Line Probe Assay (2nd Line Anti-TB Drugs) Kanamyci,SUM,AGGREGATE,,INTEGER,Kanamycin,FALSE,,OzshuDqmXQI,,,,
,fifgjgsLkWL,MOH 706B Line Probe Assay -2nd Line Anti-TB Drugs- Total Done,MOH 706B Line Probe Assay -2nd Line Anti-TB Drugs-,SUM,AGGREGATE,,INTEGER,Total Done,FALSE,,OzshuDqmXQI,,,,
,hzz2D6RlTW8,MOH 706B Line Probe Assay (2nd Line Anti-TB Drugs) Total Done,Line Probe Assay (2nd Line Anti-TB Drugs) Total Do,SUM,AGGREGATE,,INTEGER,Total Done,FALSE,,OzshuDqmXQI,,,,
,VVjVEAnSUQR,MOH 706B Line Probe Assay (2nd Line Anti-TB Drugs) Total MTBC detected,Line Probe Assay (2nd Line Anti-TB Drugs) Total MT,SUM,AGGREGATE,,INTEGER,Total MTBC detected,FALSE,,OzshuDqmXQI,,,,
,oZxaH9FCc9V,MOH 706B Line Probe Assay (2nd Line Anti-TB Drugs) Total  XDR (fluoroquinolone+1 injectable),Line Probe Assay (2nd Line Anti-TB Drugs) Total  X,SUM,AGGREGATE,,INTEGER,Total  XDR (fluoroquinolone+1 injectable),FALSE,,OzshuDqmXQI,,,,
,UhjRH0rwP9y,MOH 706B Line Probe Assay M.absessus,MOH 706B Line Probe Assay M.absessus,SUM,AGGREGATE,,INTEGER,M.absessus,FALSE,,OzshuDqmXQI,,,,
,bLWzmqle0l8,MOH 706B Line Probe Assay M.africanum,MOH 706B Line Probe Assay M.africanum,SUM,AGGREGATE,,INTEGER,M.africanum,FALSE,,OzshuDqmXQI,,,,
,VHs2fLfQN4L,MOH 706B Line Probe Assay M.avium,MOH 706B Line Probe Assay M.avium,SUM,AGGREGATE,,INTEGER,M.avium,FALSE,,OzshuDqmXQI,,,,
,lf2SOSX8ZKz,MOH 706B Line Probe Assay M.fortuitum,MOH 706B Line Probe Assay M.fortuitum,SUM,AGGREGATE,,INTEGER,M.fortuitum,FALSE,,OzshuDqmXQI,,,,
,t7pz6cCMIKa,MOH 706B Line Probe Assay M.gondae,MOH 706B Line Probe Assay M.gondae,SUM,AGGREGATE,,INTEGER,M.gondae,FALSE,,OzshuDqmXQI,,,,
,MDoSveVUNs0,MOH 706B Line Probe Assay M.kansasaii,MOH 706B Line Probe Assay M.kansasaii,SUM,AGGREGATE,,INTEGER,M.kansasaii,FALSE,,OzshuDqmXQI,,,,
,ENkuIH5GmUH,MOH 706B Line Probe Assay Type of MOTT detected,MOH 706B Line Probe Assay Type of MOTT detected,SUM,AGGREGATE,,INTEGER,Type of MOTT detected,FALSE,,OzshuDqmXQI,,,,
,UYR9LS5Q2Ii,MOH 706B Listeria monocytogenes,MOH 706B Listeria monocytogenes,SUM,AGGREGATE,,INTEGER,Listeria monocytogenes,FALSE,,AjLYyrBa579,,,,
,T47QoQpgm1o,MOH 706B Liver,MOH 706B Liver,SUM,AGGREGATE,,INTEGER,Liver,FALSE,,TQgPSv8vuse,,,,
,PFOSkScKm31,MOH 706_Blood bacteriology,MOH 706_Blood bacteriology,SUM,AGGREGATE,Blood samples for bacteriology,NUMBER,Blood,TRUE,,RuBf9x0C6Wm,,,,
,lCX37ch4P1y,"MOH 706_Blood grouping and cross matched	","MOH 706_Blood grouping and cross matched	",SUM,AGGREGATE,"Blood grouping and cross matched	workload",NUMBER,Blood grouping and cross matched,TRUE,,f9fONCgpUew,,,,
,EacwAxMzn7n,MOH 706_Blood samples for transfusion screening,MOH 706_Blood samples for transfusion screening,SUM,AGGREGATE,Blood samples for transfusion screening referral workload,NUMBER,Blood samples for transfusion screening,TRUE,,f1ZlRn5mtFg,,,,
,ZGny6uSJkeO,"MOH 706_Blood units collected at facility	","MOH 706_Blood units collected at facility	",SUM,AGGREGATE,Blood units collected at facility,NUMBER,Blood units collected at facility,TRUE,,W8ZbFbFTJ4i,,,,
,so0Pzryheee,"MOH 706_Blood units discarded	","MOH 706_Blood units discarded	",SUM,AGGREGATE,Number of Blood units discarded,NUMBER,Blood units discarded,TRUE,,f9fONCgpUew,,,,
,ItlSH4kC75U,MOH 706_Blood units grouped,MOH 706_Blood units grouped,SUM,AGGREGATE,Blood units grouped  workload,NUMBER,Blood units grouped,TRUE,,W8ZbFbFTJ4i,,,,
,rssKrwooHde,"MOH 706_Blood units received from blood transfusion centres ad satellites	",_Blood units received from MOH 706blood transfusio,SUM,AGGREGATE,Blood units received from blood transfusion centres ad satellites workload,NUMBER,Blood units received from blood transfusion centres ad satellites,TRUE,,f9fONCgpUew,,,,
,XnysCfoHpAh,"MOH 706_Blood units transfused	","MOH 706_Blood units transfused	",SUM,AGGREGATE,Blood units transfused,NUMBER,Blood units transfused,TRUE,,f9fONCgpUew,,,,
,XzZ9NwfAO2G,MOH 706B Low  Grade Intraepithelial lesion -LSIL-,MOH 706B Low  Grade Intraepithelial lesion -LSIL-,SUM,AGGREGATE,,INTEGER,Low Grade Intraepithelial lesion -LSIL,FALSE,,X4t0Qg6QrvH,,,,
,cWckFtuFKDH,MOH 706B Lymphatic Filariasis (LF),MOH 706B Lymphatic Filariasis (LF),SUM,AGGREGATE,,INTEGER,Lymphatic Filariasis (LF),FALSE,,nj7hOnm8Pun,,,,
,HtXngs81gXH,MOH 706B Lymphnodes,MOH 706B Lymphnodes,SUM,AGGREGATE,,INTEGER,Lymphnodes,FALSE,,TQgPSv8vuse,,,,
,oiGy4SE5rst,MOH 706B Lymph nodes,MOH 706B Lymph nodes,SUM,AGGREGATE,,INTEGER,Lymph nodes,FALSE,,CKZzBrAGjyN,,,,
,rWVsvVeyIGo,MOH 706_BMA,MOH 706_BMA,SUM,AGGREGATE,BMA workload,NUMBER,BMA,TRUE,,RYtrrdaECDV,,,,
,NCNxQEBpeVQ,MOH 706B Magnesium,MOH 706B Magnesium,SUM,AGGREGATE,,INTEGER,Magnesium,FALSE,,NxPDKZ1fqaA,,,,
,K9dRHdd7M1l,MOH 706B Malaria Blood Slide Re-checking,MOH 706B Malaria Blood Slide Re-checking,SUM,AGGREGATE,,INTEGER,Malaria Blood Slide Re-checking,FALSE,,gl1zI4kJLdc,,,,
,Kxq47ajAkUv,MOH 706B Methanol in alcoholic beverages,MOH 706B Methanol in alcoholic beverages,SUM,AGGREGATE,,INTEGER,Methanol in alcoholic beverages,FALSE,,bCD34Gz1wS3,,,,
,zrgSrcqjamu,MOH 706B MilkandMilk products -Yoghurt- ice cream-,MOH 706B MilkandMilk products -Yoghurt- ice cream-,SUM,AGGREGATE,,INTEGER,MilkandMilk products -Yoghurt- ice cream-,FALSE,,xVBcFrxOykg,,,,
,OUgxofUyzxb,MOH 706B  Minerals in fortified Flour,MOH 706B  Minerals in fortified Flour,SUM,AGGREGATE,,INTEGER,Minerals in fortified Flour,FALSE,,bCD34Gz1wS3,,,,
,DhFFTFAWvqq,MOH 706B Neisseria gonorrhoea,MOH 706B Neisseria gonorrhoea,SUM,AGGREGATE,,INTEGER,Neisseria gonorrhoea,FALSE,,AjLYyrBa579,,,,
